timestamp,tweet_text,username,all_hashtags,followers_count
2020-06-02 18:50:10,b'Start unfollowing these influencers #BlackLivesMatter #BlackOutDay2020 #BlackOutTuesday https://t.co/wYtj6j5YWZ',b'nivanacampos',"['BlackLivesMatter', 'BlackOutDay2020', 'BlackOutTuesday']",29
2020-06-02 18:50:09,"b'Christ and racism don\'t mix.  You can\'t say ""I LOVE GOD"" and hate his CREATION.  #BlackLivesMatter'",b'iKONIC_Julie',['BlackLivesMatter'],203
2020-06-02 18:50:09,b'Say no to racism\xe2\x9d\x8c\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f #Blacklivesmatter  #BlackOutTuesday https://t.co/QJfSLWkwX4',b'abdulalmau',"['Blacklivesmatter', 'BlackOutTuesday']",858
2020-06-02 18:50:09,b'Now @realDonaldTrump and @SecPompeo  are talking about racism and the violation of black rights in the United States by North Korea and Russia. #USAonFire  #BlackLivesMatter  #TrumpDictatorship  #BunkerBoy https://t.co/ZfgD0s6VFB',b'mahvmuh',"['USAonFire', 'BlackLivesMatter', 'TrumpDictatorship', 'BunkerBoy']",504
2020-06-02 18:50:09,"b""If yu don't  support  the  Blacklivesmatter movement, then we are nt nor will we ever  be frnds and l mean this in most disrespectful way possible \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbf  #BlackLivesMattter #BlackLivesMatter""",b'K_i_n_g_728',"['BlackLivesMattter', 'BlackLivesMatter']",2
2020-06-02 18:50:09,"b""France, Very hard to evaluate the number of people in the protest, but it's probably around 20.000 to 70.000. Which is pretty huge for Paris and for a protest forbidden by the administration and organized in only one day.   #BlackLivesMatter #blackoutday #blackouttueday https://t.co/t5R51eAK73""",b'FarhangNamdar',"['BlackLivesMatter', 'blackoutday', 'blackouttueday']",25655
2020-06-02 18:50:09,b'Let this video lighten up your TL \xe2\x9d\xa4\xef\xb8\x8f  #BlackLivesMatter\xc2\xa0\xc2\xa0 #JusticeForGeorgeFloyd https://t.co/5X4s87w9JX',b'UtdAidan',"['BlackLivesMatter', 'JusticeForGeorgeFloyd']",25519
2020-06-02 18:50:09,b'British Media &amp; #BlackLivesMatter   #MeghanMarkle guest edited #BritishVogue &amp; this is what white #CamillaTominey wrote about it! (Btw that journalist has #KateMiddleton Phone no. Coincidence?\xf0\x9f\x99\x83) #racismUK #KarenGoneWild  #KarenMiddleton https://t.co/3nneRHaBG2',b'FactsDos',"['BlackLivesMatter', 'MeghanMarkle', 'BritishVogue', 'CamillaTominey', 'KateMiddleton', 'racismUK', 'KarenGoneWild', 'KarenMiddleton']",1032
2020-06-02 18:50:09,b'I have a vice with @YourAnonCentral . #AnonymousVsConvoy #Anonymous #BlackLivesMatter',b'SILVER_G16',"['AnonymousVsConvoy', 'Anonymous', 'BlackLivesMatter']",23
2020-06-02 18:50:09,"b'Being a person with naturally light skin tone what hurts me the most is that  I have had people asking me "" how can we get a lighter skin tone?  "" some people really need to accept themselves and I hope this movement brings thia change.  #BlackLivesMatter #GeorgeFloyd #Justice'",b'Arrrey_bc',"['BlackLivesMatter', 'GeorgeFloyd', 'Justice']",1
2020-06-02 18:50:09,b'For the sake of all African Americans living in this country. #BlackoutTuesday #BlackLivesMatter https://t.co/vBNXbn4cdd',b'AutiWiiU',"['BlackoutTuesday', 'BlackLivesMatter']",51
2020-06-02 18:50:09,"b""#blacklivesmatter also don't post the black square there are still 3 more police officers out there who have not been charged with this murder https://t.co/PAE51VFJZM""",b'6475Dayday',['blacklivesmatter'],1
2020-06-02 18:50:08,b'The fucking audacity of these white girls talking about #BlackLivesMatter whilst still doing blackface https://t.co/DpAuFbwTSp',b'pkleii',['BlackLivesMatter'],399
2020-06-02 18:50:08,b'I am a member of #ReleaseTheSnyderCut community and I believe that #BlackLivesMatter',b'JefferyWarfiel2',"['ReleaseTheSnyderCut', 'BlackLivesMatter']",320
2020-06-02 18:50:08,b'this is disgusting. Do your thing twitter  #blacklivesmatter #JusticeForGeorgeFloyd https://t.co/OdFrsopfFS',b'Katherin3Hardin',"['blacklivesmatter', 'JusticeForGeorgeFloyd']",153
2020-06-02 18:50:08,b'We\xe2\x80\x99re going live in around 10 minutes!  Any viewers welcome!  It\xe2\x80\x99s the #BlackLivesMatter games between @OrangeBoysCHEL and Crimson Panthers   Both teams wearing a changed strip for their home games   @Teal_Reel @Madhatterjokerr   https://t.co/lCosh5ZguM',b'SteelThePuckTV',['BlackLivesMatter'],421
2020-06-02 18:50:08,b'Say it ain\xe2\x80\x99t so.... @NaomiCampbell   #Anonymous #BlackLivesMatter\xc2\xa0 #JusticeForGeorgeFloyd #blackoutday #muted https://t.co/X4ElgIKDOY',b'djrichyrich2100',"['Anonymous', 'BlackLivesMatter', 'JusticeForGeorgeFloyd', 'blackoutday', 'muted']",20
2020-06-02 18:50:08,b'@MBuhari Nice #BlackLivesMatter',b'wallet2010',['BlackLivesMatter'],374
2020-06-02 18:50:08,b'Trump has got to be the stupidest mf alive ! If haven\xe2\x80\x99t seen y\xe2\x80\x99all lost y\xe2\x80\x99all have ! The people of the United nates tired of this shit and We stand ! We stand together!!#BlackLivesMatter',b'money_changes',['BlackLivesMatter'],2
2020-06-02 18:50:08,b'What kind of system of law and order allows the rich to loot the country but peaceful protestors are gassed and brutalized?  #protests2020 #JusticeForGeorgeFloyd #BlackLivesMatter',b'Nina_Bro_',"['protests2020', 'JusticeForGeorgeFloyd', 'BlackLivesMatter']",2680
2020-06-02 18:50:08,"b'@Julius_S_Malema @ProfPLOLumumba As our lives matter it is so much important that we join efforts to fight for black people justice! It must be very clear that we do not hate White people, we just need justice to all human race!  #BlackLivesMatter  https://t.co/DvAc9r9GSO'",b'eugene01j',['BlackLivesMatter'],507
2020-06-02 18:50:07,"b'even if i dont post about the movement doesn\xe2\x80\x99t mean im not talking about it, it doesn\xe2\x80\x99t mean I\xe2\x80\x99m against it. I\xe2\x80\x99m educating myself while talking about it with others. Sign petitions, VOTE, read, donate, support local black owned businesses. I stand with you\xf0\x9f\x96\xa4 #BlackLivesMatter'",b'ashleyymangg',['BlackLivesMatter'],373
2020-06-02 18:50:07,b'@1776FreedomUSA @realDonaldTrump BREAKING:  Fox News\xe2\x80\x99 Tucker Carlson just completely destroyed Donald Trump.  Seriously! #BlackLivesMatter https://t.co/yBuiyCmaEc',b'JasperIBEW104',['BlackLivesMatter'],82
2020-06-02 18:50:07,b'STREAM TO DONATE: how to help with no money or leaving your house. https://t.co/0xZQSazJyM via @YouTube  Keeps the ads running on this video and YouTube will basically donate for you if you don\xe2\x80\x99t have money to donate yourself. #BlackLivesMatter',b'mikaelamcgowann',['BlackLivesMatter'],160
2020-06-02 18:50:07,"b""@ate_ted Right now, the spotlight is on black lives. That's the point of #BlackLivesMatter""",b'ess_s_',['BlackLivesMatter'],897
2020-06-02 18:50:07,b'Make it mandatory life w/o parole for officers found guilty using unnecessary deadly force on duty ! #BlackLivesMatter #maga #trump',b'DBAJEROME',"['BlackLivesMatter', 'maga', 'trump']",9079
2020-06-02 18:50:07,b'SPAM #BlackLivesMatter ON WEVERSE',b'ADOREJIMlN',['BlackLivesMatter'],10235
2020-06-02 18:50:07,b'Why doesn\xe2\x80\x99t he take his own advice?! #BlackLivesMatter https://t.co/UDxX4uW83g',b'CEREBRUL',['BlackLivesMatter'],626
2020-06-02 18:50:06,b'Black lives matter.\xf0\x9f\x96\xa4 ALL PROFIT WILL BE DONATED! FUNDING RACIAL JUSTICE! https://t.co/su3rqb3nLo  #blackouttuesday #blacklivesmatter #black #racism #stopracism #blackout #georgefloyd #justiceforgeorgefloyd #justiceforfloyd #blm #stoppolicebrutality #donation #blacklivesmatters https://t.co/BXWBPNajUM',b'BeeCreativeToo',"['blackouttuesday', 'blacklivesmatter', 'black', 'racism', 'stopracism', 'blackout', 'georgefloyd', 'justiceforgeorgefloyd', 'justiceforfloyd', 'blm', 'stoppolicebrutality', 'donation', 'blacklivesmatters']",0
2020-06-02 18:50:06,b'Lyrics go hard in this song #blackoutday @JanetJackson #BlackOutDay2020 #BlackLivesMatter https://t.co/e9SvQw1j3O',b'JKDS_SH',"['blackoutday', 'BlackOutDay2020', 'BlackLivesMatter']",184
2020-06-02 18:50:06,"b'@JaredLeto no to racism ... we are all equal, we are all one, equality, freedom, respect, coexistence\xf0\x9f\x99\x8f ... no to fear, no to oppression\xe2\x9c\x8a ... this is our voice and we say ENOUGH .. ENOUGH, NO MORE \xe2\x9c\x8a\xf0\x9f\x91\x8a\xf0\x9f\x8f\xbd\xf0\x9f\x91\x8a\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8a\xf0\x9f\x8f\xbf\xf0\x9f\x99\x8f #BlackLivesMatter #peace #freedom #voice #JUSTICE #GeorgeFlyod https://t.co/Y01klAgTqA'",b'Marvia78',"['BlackLivesMatter', 'peace', 'freedom', 'voice', 'JUSTICE', 'GeorgeFlyod']",385
2020-06-02 18:50:05,b'Terrible and deadly pandemic.   I have added my voice to the millions of Americans. Let me be heard.  #BlackLivesMatter',b'Jaximv72',['BlackLivesMatter'],6
2020-06-02 18:50:05,b'I am a member of the #ReleaseTheSnyderCut community and I believe that #BlackLivesMatter',b'SerranoIvan2',"['ReleaseTheSnyderCut', 'BlackLivesMatter']",112
2020-06-02 18:50:05,b'@YEAHRIGHTPOS wrote a soundtrack from times like this.  #standup #wedontevenlivehere #BlackLivesMatter #ICantBreatheAGAIN https://t.co/N5ZhW1cZS3',b'Churchisbad4u',"['standup', 'wedontevenlivehere', 'BlackLivesMatter', 'ICantBreatheAGAIN']",70
2020-06-02 18:50:05,b'Here are some more anti-racist reads to add to your TBR via @ELLEmagazine   #blacklivesmatter  https://t.co/l2aDTy4VYG',b'MyCityLibrary',['blacklivesmatter'],5269
2020-06-02 18:50:05,"b""This is the point! When are we going to sit down and address a problem that hasn't been addressed since 1968. 52 years later we are still SCREAMING to be heard! @realDonaldTrump is doing absolutely nothing in regards to WHY!! people are upset #BlackLivesMatter #JusticeForAll https://t.co/gsSGDv4McT""",b'Joelive24',"['BlackLivesMatter', 'JusticeForAll']",229
2020-06-02 18:50:05,b'JOY TWEET Thank you for your leadership @PRCouncil and @DAA_PR #BlackLivesMatter #DiversityEquityInclusion @JimJosephExp @HelenCShelton @fordpat https://t.co/msPXhrEVuu',b'sambagal',"['BlackLivesMatter', 'DiversityEquityInclusion']",3348
2020-06-02 18:50:05,"b'@Kaepernick7  took a knee during the national anthem to protest police brutality. In response, he lost his job and teams faced fines if their players did the same. How do we protest silently when, even then, we are faced with anger? #BlackLivesMatter #BLM #Anonymous'",b'JojosW0rld',"['BlackLivesMatter', 'BLM', 'Anonymous']",23
2020-06-02 18:50:05,b'Disgusting #BlackLivesMatter #blackoutday https://t.co/kJYeLe4Zgm',b'Titch_92',"['BlackLivesMatter', 'blackoutday']",5
2020-06-02 18:50:04,"b'BLACK BRANDS, BUSINESSES + IDEAS, LETS GET STARTED. ALL my clients have been black so far and I WILL make sure they got the juice to work whatever industry they want. #BlackBusinessesMatter #BlackLivesMatter https://t.co/rGxzXVdJ52'",b'divineharmony_',"['BlackBusinessesMatter', 'BlackLivesMatter']",696
2020-06-02 18:50:04,"b'Watch ""FEMALE RAPPER QB BLACKDIAMOND FREESTYLES ABOUT #BLACKLIVESMATTER #RIPGEORGEFLOYD"" on YouTube - https://t.co/swnVa7c7ui'",b'15MofeRadio',"['BLACKLIVESMATTER', 'RIPGEORGEFLOYD']",12921
2020-06-02 18:50:04,"b'Lets break it down into simple terms. Black lives matter is a movement that wants  people to understand that black people matter ,not that we are superior. We just want equality. Simple. #BlackLivesMatter #AllLivesMatter'",b'AkerleyJustin',"['BlackLivesMatter', 'AllLivesMatter']",1
2020-06-02 18:50:04,"b'No one is protesting in my town not even peacefully, I think Ima gonna change that even in Canada we still got a voice that can affect the states and cause #BlackLivesMatter'",b'Patty_Swonka',['BlackLivesMatter'],57
2020-06-02 18:50:04,"b'My old block. Thank you, Rahul. This is allyship. #BlackLivesMatter https://t.co/toFmxWKYP3'",b'kle_sq',['BlackLivesMatter'],780
2020-06-02 18:50:04,b'@firereact I\xe2\x80\x99ll be there! #BlackLivesMatter',b'myronhatesyou',['BlackLivesMatter'],197
2020-06-02 18:50:04,"b'Watch ""FEMALE RAPPER QB BLACKDIAMOND FREESTYLES ABOUT #BLACKLIVESMATTER #RIPGEORGEFLOYD"" on YouTube - https://t.co/EM1C0helXS'",b'UnkleRara',"['BLACKLIVESMATTER', 'RIPGEORGEFLOYD']",1245
2020-06-02 18:50:03,b'an amazing explanation for those who don\xe2\x80\x99t understand and keep saying \xe2\x80\x9cAll Lives Matter\xe2\x80\x9d #BeBetter #BlackOutTuesdsy #BlackLivesMatter https://t.co/gcpd6KVwaZ',b'heartlessnneedy',"['BeBetter', 'BlackOutTuesdsy', 'BlackLivesMatter']",2182
2020-06-02 18:50:03,"b'.@Sethrogen praised online for saying ""f**k off"" to anyone criticizing his #BlackLivesMatter post https://t.co/rCmIJBsmXM'",b'ETCanada',['BlackLivesMatter'],376843
2020-06-02 18:50:03,b'Bra why  white people do this we started #BlackLivesMatter  They  made #AllLivesMatter  to protest our protest we made  #blackoutuesday  they gon make #whiteOutTuesday  like WHAT TF IS THAT  \xf0\x9f\x98\x92 WHYYY LIKE WHYY',b'Prettyluhnef',"['BlackLivesMatter', 'AllLivesMatter', 'blackoutuesday', 'whiteOutTuesday']",45
2020-06-02 18:50:02,"b'@thealaynaterra I speak up w/ boots on the ground in solidarity &amp; mbr of advocacy groups; wear #BlackLivesMatter things, sign petitions &amp; donate $. I cry buckets of tears, scream @ the top of my voice, vote &amp; call my reps. I\xe2\x80\x99m 52 yrs old &amp; outraged. Humbled w/ gratitude for you &amp; your generation'",b'JenniferWBrass',['BlackLivesMatter'],122
2020-06-02 18:50:02,b'If you have nothing productive to say keep your bullshit ignorant comments to yourself #BlackLivesMatter',b'Huda84',['BlackLivesMatter'],750
2020-06-02 18:50:02,"b'@CP3 @icecube @WhenWeAllVote I\'m making a protest video, if I could get anyone who wants to help to send me a short video clip of them saying ""I can\'t breathe"" that would be awesome. Videos can be sent to jacketrose86@gmail.com. Help me elevate our voices for change #BlackLivesMatter'",b'jacketrose86',['BlackLivesMatter'],26
2020-06-02 18:50:02,b'From @IrvineFdn on #GeorgeFloyd #AhmaudArbery #BreonnaTaylor #BlackLivesMatter: \xe2\x80\x9cPeople and communities who are suffering most being at the center of determining what change is needed and actively participating in bringing about that change.\xe2\x80\x9d https://t.co/je1M1wpf6H https://t.co/uwBejLGXdH',b'FeedbackLabs',"['GeorgeFloyd', 'AhmaudArbery', 'BreonnaTaylor', 'BlackLivesMatter']",3503
2020-06-02 18:50:02,b'@pulte #BlackLivesMatter donation https://t.co/U2k4N9v7cP',b'Rene_HYFR',['BlackLivesMatter'],535
2020-06-02 18:50:02,b'@Faytuks @igeldard All for #BlackLivesMatter and the memory of #GeorgeFloyd',b'LaconicBearz',"['BlackLivesMatter', 'GeorgeFloyd']",88
2020-06-02 18:50:01,b'Please call out your friends who are jumping on the trend yet have remained silent on social media prior/after the #blackoutuesday post - if they don\xe2\x80\x99t listen then get rid of them! A friend who doesn\xe2\x80\x99t do their bit for #blacklivesmatter is not a friend worth having.',b'_shandesilva',"['blackoutuesday', 'blacklivesmatter']",775
2020-06-02 18:50:01,"b'hi all! if you\xe2\x80\x99re an artist interested in being a part of a #BlackLivesMatter fundraiser, visit the link in my bio.'",b'synesthesia5evr',['BlackLivesMatter'],26
2020-06-02 18:50:01,"b'For that is supposed to be a UNITED STATES, we sure are divided. @realDonaldTrump you are making matters worse with the hate you spew and with the constant self serving praise. #BlackLivesMatter #GeorgeFloyd #fucktrump #fuckhate #lovewins'",b'MrsKathyC',"['BlackLivesMatter', 'GeorgeFloyd', 'fucktrump', 'fuckhate', 'lovewins']",176
2020-06-02 18:50:01,"b'Follow Instructions. #BlackLivesMatter #RIPGeorgeFloyd @ Bronx, New York https://t.co/7rcDJ07kop'",b'aka_anp',"['BlackLivesMatter', 'RIPGeorgeFloyd']",32
2020-06-02 18:50:01,b'Former presidents of the United States of America.   STAND UP! @BarackObama @BillClinton @TheBushCenter STAND UP! #BlackLivesMatter #stopracism',b'jjoplin14',"['BlackLivesMatter', 'stopracism']",1
2020-06-02 18:50:01,"b""Was talking to a friend tonight about books on racism and I realised that while I've read a lot on modern day racism, I've not read much about what occurred during 1900-1950, in UK and worldwide. Can anyone recommend some titles please? #BlackLivesMatter""",b'Amisma_',['BlackLivesMatter'],559
2020-06-02 18:50:00,"b'Okay so whenever anyone else is eating and not protesting you are ""a part of the problem""??? This is crazy man.  #UnitedWeStand #BlackLivesMatter https://t.co/irE17e1f4H'",b'Alex_Puetz1',"['UnitedWeStand', 'BlackLivesMatter']",102
